order_id,product_id,quantity,subtotal
1876,373,3,5904.0
209,447,8,6813.92
1195,377,9,8051.76
1510,344,8,13466.72
6103,30,6,7722.24
1699,218,2,1041.14
8612,412,2,802.52
7782,99,7,3290.0
2894,403,5,910.4
195,213,10,8292.7
8149,353,7,6418.37
8061,242,4,7620.8
5457,204,7,1264.97
6862,63,4,4117.04
3736,315,7,11330.76
7457,448,6,7163.94
8884,388,1,1340.63
3962,429,7,7070.84
3840,421,7,7194.67
4507,480,8,5013.68
7233,3,5,2565.3
1715,8,7,7749.91
2168,100,4,2710.36
4345,62,1,857.72
4034,437,5,7677.2
7870,119,10,1915.6
7902,378,5,6208.4
8777,296,3,3227.46
1171,416,8,13086.56
6608,31,6,7427.64
8492,279,2,1910.64
2209,80,3,1736.28
7527,432,10,5835.3
1306,278,2,2286.74
6314,389,4,5549.08
3813,183,9,15304.14
2535,136,6,1571.82
806,335,8,5102.32
2653,433,3,3262.74
9026,447,3,2555.22
9271,12,5,5525.8
9957,76,3,5518.23
1390,123,2,1702.86
7125,85,5,4467.7
4878,16,1,753.1
4483,185,5,225.75
4363,403,8,1456.64
4373,178,7,10583.93
4745,244,1,1950.65
3598,149,10,19557.2
7935,434,9,16108.74
7787,486,9,7543.44
1810,145,9,11139.3
9613,292,9,1253.16
4963,268,7,676.97
6776,407,1,254.41
890,298,5,896.65
7920,52,5,3202.5
1518,469,10,7378.8
1003,433,3,3262.74
2093,20,6,4659.54
6632,261,8,13508.08
3514,73,7,7461.79
494,481,1,1690.49
7131,282,4,1097.96
7481,331,6,2538.3
5597,130,2,2746.44
5902,406,9,15551.64
2591,441,2,3582.44
3062,328,4,587.92
5587,276,9,15657.3
535,357,10,4633.0
7167,3,6,3078.36
7585,103,10,5875.9
5938,229,4,3728.48
1031,423,6,3349.2
5920,204,2,361.42
2,59,6,8288.7
8369,360,8,4077.52
8926,193,7,5747.98
1900,156,4,1837.24
1852,21,3,4201.53
5241,321,5,4226.2
7584,190,3,5266.02
468,21,6,8403.06
805,221,3,3500.73
7346,341,4,7580.68
4799,164,8,2297.36
9955,327,7,13434.75
1690,26,4,2732.28
9855,152,8,10433.6
7822,354,10,18361.4
8496,259,8,7100.32
501,189,8,15499.36
1515,32,10,6336.5
5363,88,9,8167.23
8259,201,8,1565.68
9506,445,8,14451.12
3207,297,5,1983.0
7128,80,2,1157.52
9998,455,7,7821.31
9824,500,10,4634.9
2456,276,2,3479.4
9759,211,5,6690.3
3809,102,4,1590.68
4279,13,1,1482.12
6312,359,6,4811.52
2551,150,10,2803.1
4141,104,5,3395.9
3117,444,8,7187.36
362,150,6,1681.86
456,353,2,1833.82
1825,307,9,12146.58
1546,83,7,2849.28
4307,285,4,3849.84
4522,231,6,2366.34
5889,402,4,4473.6
7168,385,3,467.64
2160,69,1,1939.78
449,42,8,8801.2
4358,211,4,5352.24
3362,20,10,7765.9
10000,230,10,643.7
2927,242,3,5715.6
8050,442,2,3339.04
6689,469,7,5165.16
6370,43,6,976.14
9345,11,7,6399.68
2388,47,1,745.99
3359,491,2,2551.46
3142,27,3,1339.44
4539,301,10,5564.2
7949,132,3,5304.69
5156,106,1,247.15
1677,191,3,797.61
2260,393,4,3437.24
3352,251,5,9538.8
7710,219,9,681.75
3321,150,2,560.62
1090,120,1,314.46
7854,374,7,3059.35
883,11,3,2742.72
6915,70,6,8375.16
4573,211,1,1338.06
1969,452,2,2818.38
6335,251,3,5723.28
7175,256,7,11277.91
2790,378,8,9933.44
636,397,3,1483.89
7012,135,1,1462.98
8034,259,3,2662.62
6451,247,8,9945.04
9300,293,7,10801.77
8884,226,10,16549.3
2975,398,5,9634.15
7911,440,6,2510.34
2092,402,7,7828.8
4598,5,4,3563.56
907,152,1,1304.2
7629,426,1,1607.96
6439,266,9,10550.97
6209,390,3,4422.72
2816,63,6,6175.56
4175,462,9,1839.24
5444,38,3,3148.47
4610,259,8,7100.32
9060,477,7,2959.46
6720,482,1,1596.9
361,163,2,1780.38
7078,87,7,9467.29
6444,436,9,16847.46
3667,493,9,7056.54
9508,13,10,14821.2
5962,413,10,10452.5
9655,66,4,3371.08
8699,251,7,13354.32
4973,204,9,1626.39
9147,443,10,19333.1
1670,75,2,1531.78
5309,490,9,2625.3
9478,20,4,3106.36
8306,62,6,5146.32
4852,482,9,14372.1
8945,84,9,12501.0
5164,173,5,4109.95
5160,325,6,10801.2
4494,328,7,1028.86
1115,347,7,5979.4
5502,19,9,4087.44
2975,117,10,19575.4
9687,161,1,500.06
3277,361,9,4526.46
3836,63,3,3087.78
7601,226,1,1654.93
7422,485,7,8408.61
6577,81,5,9836.35
2291,149,4,7822.88
2344,29,4,5962.4
5460,325,6,10801.2
7090,442,4,6678.08
6527,150,8,2242.48
5921,365,8,13590.96
4043,333,5,9826.6
6496,86,5,1939.55
6835,439,4,4850.4
8008,315,2,3237.36
2375,68,8,5779.36
9752,456,5,6915.3
6578,297,6,2379.6
2086,482,10,15969.0
7251,99,3,1410.0
6711,473,5,5315.25
5919,488,10,16711.5
9590,500,8,3707.92
6526,222,5,7403.25
6653,338,2,350.26
2575,113,1,1507.19
8011,491,5,6378.65
3655,2,7,2376.64
4406,48,7,6821.71
6780,102,5,1988.35
4841,463,4,979.12
6950,394,8,5020.32
2720,404,2,1087.4
7466,392,4,2183.24
6747,495,1,1186.01
9964,273,1,508.38
785,498,5,3388.9
5013,468,8,5243.52
6541,69,6,11638.68
335,76,9,16554.69
105,237,7,13574.4
6085,321,2,1690.48
9529,482,3,4790.7
6244,250,10,11087.4
3329,339,8,7157.44
70,434,4,7159.44
5461,72,10,14706.4
9323,300,4,6946.0
5355,447,8,6813.92
9492,197,4,4323.4
1044,275,9,2058.48
1079,57,6,7293.36
643,288,4,7082.64
8768,240,9,6727.05
3096,462,8,1634.88
3563,394,2,1255.08
1801,373,9,17712.0
827,292,10,1392.4
153,156,7,3215.17
9328,481,1,1690.49
8437,345,6,9307.32
3686,164,6,1723.02
35,33,9,7405.29
4752,4,5,2402.8
1754,290,2,2136.68
1330,230,8,514.96
8202,124,5,1162.05
6755,15,2,1879.56
4662,288,4,7082.64
4096,322,6,162.6
5920,410,9,2619.36
6042,489,1,949.56
4417,213,3,2487.81
4282,174,8,15510.88
7281,256,9,14500.17
3181,466,9,14383.08
5710,35,3,1386.06
6453,410,4,1164.16
2435,14,3,5310.96
3804,278,9,10290.33
6796,268,8,773.68
7163,226,7,11584.51
9047,459,1,727.94
7589,305,3,182.91
3313,167,2,3526.36
4998,376,6,2009.82
2814,52,10,6405.0
5875,208,10,9653.7
1704,94,2,3271.86
8084,136,3,785.91
936,68,5,3612.1
5709,313,9,3646.35
7267,452,6,8455.14
7388,478,8,10943.36
906,139,1,381.31
3479,366,10,342.3
9330,498,6,4066.68
3219,310,10,19070.7
6615,68,3,2167.26
1978,170,4,7047.56
9639,491,8,10205.84
1924,150,5,1401.55
3953,141,6,7727.52
2045,203,10,6059.5
2251,393,7,6015.17
3075,101,8,10620.24
181,52,4,2562.0
4928,66,8,6742.16
2197,268,7,676.97
2396,28,10,1411.1
9925,244,9,17555.85
1026,149,1,1955.72
7384,174,2,3877.72
8800,323,8,15368.64
2854,282,10,2744.9
5200,428,4,7511.08
4831,102,10,3976.7
6244,432,3,1750.59
2365,497,5,8421.0
7700,396,5,1832.2
5187,397,4,1978.52
1131,446,8,12253.84
9402,255,6,4624.26
4931,62,6,5146.32
8726,115,10,17267.4
6932,457,2,993.5
6956,394,5,3137.7
2314,161,6,3000.36
7391,7,10,5568.3
8125,13,8,11856.96
8193,197,7,7565.95
5667,338,9,1576.17
535,418,8,12335.92
700,90,2,416.24
518,3,8,4104.48
1870,307,2,2699.24
8963,77,3,4752.84
4152,10,6,4338.6
3011,469,9,6640.92
585,33,8,6582.48
2861,145,4,4950.8
1093,403,7,1274.56
108,315,6,9712.08
1085,163,8,7121.52
5250,470,5,2855.75
4454,487,9,13843.71
2167,384,7,10185.91
1417,492,4,778.36
582,311,7,9153.48
8870,431,3,5646.87
4724,297,10,3966.0
6963,458,9,10408.05
1974,389,2,2774.54
3957,94,6,9815.58
2850,417,7,4538.24
6088,298,8,1434.64
2928,435,9,1855.71
737,136,1,261.97
8101,69,1,1939.78
6090,107,3,3313.95
1353,158,1,690.8
2146,477,6,2536.68
533,311,9,11768.76
3230,489,5,4747.8
3917,131,10,3893.1
5330,469,9,6640.92
3947,221,6,7001.46
1461,472,3,3146.19
4176,431,8,15058.32
688,217,6,9430.68
8396,94,4,6543.72
7359,362,6,10850.88
4142,100,5,3387.95
4865,184,8,12560.8
3609,114,8,14509.92
9537,13,7,10374.84
8684,292,2,278.48
4573,497,3,5052.6
8344,232,3,646.17
2783,36,3,2604.87
2519,249,7,10423.56
9431,410,6,1746.24
6108,428,1,1877.77
8003,36,3,2604.87
6654,138,1,678.61
9266,77,4,6337.12
676,396,4,1465.76
4564,74,5,8403.15
6113,79,3,3302.07
8001,228,7,6464.99
6316,383,6,3052.08
8196,107,2,2209.3
5826,334,10,18203.3
409,359,2,1603.84
1372,117,4,7830.16
8058,231,6,2366.34
3466,112,3,1302.42
4397,73,7,7461.79
7331,476,10,17932.7
8488,246,2,2742.68
5414,372,7,7338.03
7785,285,3,2887.38
1064,117,1,1957.54
8000,160,4,762.96
5652,222,7,10364.55
1587,143,5,1935.7
348,169,7,10280.48
6305,381,3,2963.52
4125,158,5,3454.0
8421,111,10,10717.7
7271,249,1,1489.08
9423,339,9,8052.12
3924,332,4,6086.56
3475,321,9,7607.16
4640,289,4,7410.04
2341,39,5,8785.75
7479,481,9,15214.41
5324,134,1,475.79
9099,388,1,1340.63
3571,394,6,3765.24
2533,307,3,4048.86
7750,412,8,3210.08
625,52,6,3843.0
6071,270,7,727.93
4584,359,8,6415.36
628,272,2,3518.16
4989,355,10,14108.2
6464,220,10,3902.7
9066,135,10,14629.8
4233,283,1,1969.65
5633,457,4,1987.0
322,98,5,2611.8
6203,369,10,3011.5
6181,386,2,1812.64
5675,288,1,1770.66
2842,239,10,7922.5
8185,428,9,16899.93
2708,187,4,2002.2
5288,173,9,7397.91
5744,46,6,1770.54
7552,241,5,7896.65
1962,146,7,7483.77
5901,390,5,7371.2
1706,404,6,3262.2
9724,3,3,1539.18
2364,249,5,7445.4
435,354,2,3672.28
8204,216,2,965.48
3803,43,7,1138.83
5618,203,9,5453.55
3961,149,3,5867.16
7539,366,1,34.23
106,321,7,5916.68
6439,100,6,4065.54
6381,254,2,958.9
6428,14,9,15932.88
66,208,6,5792.22
6434,233,3,1198.56
2072,305,5,304.85
6778,280,1,844.01
2558,135,10,14629.8
3973,373,8,15744.0
1068,194,5,1577.65
1450,400,3,4518.36
5384,482,8,12775.2
1081,225,3,1710.09
5102,297,7,2776.2
4023,200,9,12783.69
1443,32,1,633.65
8997,431,10,18822.9
5021,255,5,3853.55
8180,445,5,9031.95
7362,305,5,304.85
3085,394,9,5647.86
2310,178,10,15119.9
3090,353,1,916.91
5698,173,8,6575.92
7563,30,2,2574.08
2399,4,1,480.56
633,451,9,1118.7
2491,148,4,629.76
3428,140,1,14.85
2853,23,9,7398.81
3683,353,10,9169.1
4242,266,3,3516.99
3281,173,7,5753.93
6769,208,7,6757.59
5282,65,6,7017.24
540,69,10,19397.8
4463,321,7,5916.68
4938,485,8,9609.84
4915,268,6,580.26
2954,481,4,6761.96
4990,342,4,4387.32
4635,267,10,7545.1
704,55,1,1565.94
1212,11,7,6399.68
8777,307,10,13496.2
2034,114,7,12696.18
2048,124,6,1394.46
1141,126,3,4847.91
488,139,10,3813.1
6424,121,2,218.92
2678,271,10,201.0
1344,78,4,6955.84
4897,187,10,5005.5
8444,472,7,7341.11
9210,372,6,6289.74
1259,203,2,1211.9
7961,43,5,813.45
728,85,2,1787.08
7902,262,7,9489.97
7936,363,10,3605.4
699,74,9,15125.67
2055,208,9,8688.33
2379,324,7,2342.76
6746,129,8,3225.44
7466,463,9,2203.02
152,113,9,13564.71
7380,255,5,3853.55
1555,408,4,5967.28
5245,319,10,6798.6
25,29,8,11924.8
469,80,4,2315.04
6085,119,4,766.24
3279,496,1,173.9
1251,494,2,2639.72
4273,492,10,1945.9
7436,231,5,1971.95
7062,258,8,5922.48
9684,352,7,9580.48
6327,396,4,1465.76
7034,154,1,139.27
5966,89,5,2365.95
9042,259,4,3550.16
8784,367,8,1965.36
2453,123,8,6811.44
1663,202,8,6730.72
8041,170,5,8809.45
4664,400,6,9036.72
3558,208,1,965.37
2800,328,9,1322.82
1309,215,8,12752.72
9216,459,10,7279.4
7138,180,5,780.8
1990,302,4,58.52
1073,254,9,4315.05
9323,90,10,2081.2
5600,265,8,11209.84
8971,339,6,5368.08
4353,449,7,3127.81
4183,376,6,2009.82
7721,73,7,7461.79
810,75,7,5361.23
4694,270,4,415.96
9640,376,2,669.94
6508,143,10,3871.4
9991,159,9,12208.05
9268,212,5,6278.3
2942,490,9,2625.3
4799,278,8,9146.96
4333,67,9,6100.38
3832,122,1,1933.26
1586,407,10,2544.1
7218,315,10,16186.8
7171,262,5,6778.55
4592,197,6,6485.1
814,424,7,4105.5
3417,219,5,378.75
1689,37,8,4044.32
5308,19,9,4087.44
6240,492,5,972.95
1534,150,5,1401.55
9350,45,1,329.2
8289,334,5,9101.65
4129,381,6,5927.04
8705,186,7,5484.43
3468,145,9,11139.3
7121,274,7,9113.65
7796,334,8,14562.64
2440,69,4,7759.12
2491,60,10,11399.9
472,254,10,4794.5
4122,9,4,455.52
5033,447,9,7665.66
1485,78,6,10433.76
3009,454,5,586.6
6781,23,4,3288.36
1742,491,1,1275.73
387,117,9,17617.86
1243,152,9,11737.8
3608,339,10,8946.8
6130,303,1,355.29
7352,306,4,70.36
6526,295,10,5085.7
6356,1,1,636.0
9086,160,8,1525.92
8348,356,2,1571.62
3010,149,2,3911.44
8561,455,9,10055.97
9446,372,8,8386.32
8688,426,10,16079.6
8360,490,8,2333.6
8556,173,1,821.99
1106,389,5,6936.35
1295,260,1,807.88
3331,389,10,13872.7
7408,382,7,1396.85
3328,356,10,7858.1
3904,319,3,2039.58
8733,2,10,3395.2
6201,450,2,3974.5
9964,246,10,13713.4
1158,497,3,5052.6
5452,169,10,14686.4
8631,237,1,1939.2
4064,9,9,1024.92
9807,19,4,1816.64
9388,5,6,5345.34
107,477,5,2113.9
2,99,7,3290.0
3405,33,10,8228.1
9253,463,5,1223.9
5484,453,3,4265.61
2901,295,3,1525.71
6596,268,3,290.13
5172,417,4,2593.28
4728,454,9,1055.88
9416,239,9,7130.25
359,250,9,9978.66
5300,117,5,9787.7
1300,426,3,4823.88
2114,362,4,7233.92
5459,257,5,3130.3
5248,246,7,9599.38
9050,228,3,2770.71
8726,458,1,1156.45
3640,173,2,1643.98
5203,281,4,1439.68
272,429,7,7070.84
1483,127,6,2034.0
7050,116,10,8050.4
7694,360,8,4077.52
6373,179,4,7399.68
4404,337,7,9225.79
52,392,7,3820.67
9337,409,10,3036.9
9368,201,5,978.55
3000,133,3,5758.29
5231,139,6,2287.86
6514,231,2,788.78
6494,309,3,1057.05
4501,306,8,140.72
5129,121,7,766.22
5971,370,7,11571.35
7105,69,10,19397.8
3116,357,5,2316.5
5240,165,5,1160.7
2730,54,2,3409.52
4390,382,5,997.75
1051,395,8,10270.08
7946,307,4,5398.48
7224,453,3,4265.61
2270,255,7,5394.97
9176,62,3,2573.16
3080,265,5,7006.15
1012,302,1,14.63
109,108,4,219.8
388,337,8,10543.76
6913,460,9,6435.9
8788,274,5,6509.75
9759,317,6,9994.14
1009,154,5,696.35
3642,331,7,2961.35
9147,387,3,5522.16
8439,267,5,3772.55
1024,226,10,16549.3
5643,119,1,191.56
4989,211,3,4014.18
3277,117,1,1957.54
4710,406,7,12095.72
8565,474,3,1371.69
6519,456,6,8298.36
6227,421,5,5139.05
6277,227,1,148.61
594,266,9,10550.97
5432,188,4,2614.44
4429,185,8,361.2
1290,359,4,3207.68
7983,427,4,3587.32
6257,266,4,4689.32
7319,193,6,4926.84
294,227,8,1188.88
5733,471,9,15807.6
3347,366,8,273.84
2938,30,10,12870.4
8354,184,7,10990.7
3671,230,5,321.85
6358,404,4,2174.8
2758,34,7,13605.41
7985,247,1,1243.13
2334,9,7,797.16
5479,363,10,3605.4
6119,123,9,7662.87
281,426,3,4823.88
2963,492,2,389.18
8365,64,10,3418.2
7880,192,7,9074.52
7108,8,2,2214.26
170,125,1,224.9
6285,83,10,4070.4
2644,245,7,2823.59
4865,361,4,2011.76
807,431,5,9411.45
7352,82,2,3958.36
9594,86,6,2327.46
3928,31,2,2475.88
6737,128,7,13973.82
2396,147,3,333.78
8619,332,2,3043.28
1752,303,4,1421.16
7573,122,2,3866.52
757,279,1,955.32
5568,51,9,6508.62
6482,266,5,5861.65
9744,315,7,11330.76
8274,3,1,513.06
7819,243,9,2866.59
4241,174,2,3877.72
4719,23,9,7398.81
4583,200,1,1420.41
672,164,9,2584.53
8631,342,8,8774.64
3337,100,10,6775.9
4864,271,9,180.9
4005,460,7,5005.7
8664,372,6,6289.74
7670,208,4,3861.48
4602,32,9,5702.85
9982,179,5,9249.6
131,267,7,5281.57
2412,367,3,737.01
2108,250,4,4434.96
1270,287,9,17587.53
4876,62,4,3430.88
6344,88,5,4537.35
3560,378,3,3725.04
9698,68,1,722.42
9327,414,5,585.35
5859,433,2,2175.16
3810,188,1,653.61
2149,112,2,868.28
8232,393,7,6015.17
3773,32,7,4435.55
2023,231,1,394.39
874,242,1,1905.2
5555,394,9,5647.86
6152,91,6,8927.7
3323,153,2,3825.54
3046,275,9,2058.48
1983,488,3,5013.45
6021,474,4,1828.92
4040,354,10,18361.4
5385,396,10,3664.4
8313,176,1,1281.83
2569,214,4,6730.96
6779,136,4,1047.88
709,489,5,4747.8
4919,470,10,5711.5
6294,342,10,10968.3
7781,16,2,1506.2
6182,102,2,795.34
7711,488,7,11698.05
6474,263,8,14542.16
8613,76,5,9197.05
5443,125,1,224.9
3886,347,9,7687.8
8570,85,2,1787.08
8165,485,2,2402.46
7528,93,9,5706.81
5146,127,8,2712.0
9601,301,8,4451.36
6949,428,10,18777.7
4022,487,7,10767.33
2906,255,2,1541.42
972,88,7,6352.29
8720,59,8,11051.6
7099,21,4,5602.04
4523,278,2,2286.74
2296,272,4,7036.32
1043,109,8,7485.76
9910,289,1,1852.51
9772,415,2,2973.32
4541,139,4,1525.24
9740,304,1,1340.52
9591,196,1,679.3
4834,357,5,2316.5
3895,84,2,2778.0
992,262,3,4067.13
6868,332,2,3043.28
2120,213,8,6634.16
9152,72,6,8823.84
6526,466,6,9588.72
6253,151,5,4054.65
2141,63,3,3087.78
8608,116,2,1610.08
8867,82,5,9895.9
1018,469,3,2213.64
3835,40,2,509.82
2365,346,5,9506.45
9872,320,6,1914.72
1222,273,7,3558.66
5456,239,6,4753.5
5145,139,4,1525.24
8508,21,2,2801.02
7094,326,4,3189.64
6931,64,3,1025.46
6203,372,2,2096.58
2318,191,6,1595.22
3375,402,10,11184.0
9515,339,3,2684.04
1339,61,7,5394.62
3877,346,4,7605.16
2695,417,7,4538.24
1583,459,5,3639.7
6497,390,3,4422.72
218,367,6,1474.02
9093,475,6,5280.06
1346,458,2,2312.9
1870,180,7,1093.12
5769,215,8,12752.72
3941,207,5,7353.9
7740,481,7,11833.43
949,306,5,87.95
440,243,8,2548.08
5996,477,1,422.78
6759,46,10,2950.9
2572,398,2,3853.66
2281,429,5,5050.6
790,309,8,2818.8
268,450,10,19872.5
2035,89,1,473.19
4264,485,2,2402.46
8822,93,5,3170.45
4221,128,4,7985.04
439,446,7,10722.11
1771,15,9,8458.02
1327,142,6,3269.34
2298,164,6,1723.02
2611,365,8,13590.96
7379,259,5,4437.7
4121,92,5,9617.85
6666,389,9,12485.43
4325,33,3,2468.43
171,496,8,1391.2
9114,226,2,3309.86
2691,434,3,5369.58
5949,365,9,15289.83
529,479,8,9016.32
615,412,5,2006.3
2795,125,9,2024.1
5633,335,4,2551.16
3191,351,7,2615.2
2043,461,7,3182.69
3505,150,9,2522.79
7830,408,6,8950.92
2078,242,5,9526.0
7593,185,10,451.5
2383,413,6,6271.5
8250,372,7,7338.03
6536,340,2,3913.3
3507,32,4,2534.6
1263,9,3,341.64
6035,171,4,3260.48
9283,23,9,7398.81
3223,385,8,1247.04
7399,288,7,12394.62
7379,213,1,829.27
208,286,9,9022.59
3109,212,6,7533.96
6215,366,6,205.38
8027,111,9,9645.93
7877,494,7,9239.02
8707,11,2,1828.48
3325,16,3,2259.3
347,394,8,5020.32
9745,171,6,4890.72
7396,191,7,1861.09
6133,315,7,11330.76
3854,450,10,19872.5
642,201,6,1174.26
9821,99,10,4700.0
4956,275,1,228.72
8014,273,7,3558.66
179,22,3,2208.69
97,341,6,11371.02
2422,467,10,7954.1
582,454,8,938.56
5492,122,4,7733.04
6468,265,9,12611.07
1327,94,5,8179.65
5232,73,1,1065.97
8267,15,6,5638.68
872,499,3,188.19
1321,298,5,896.65
8809,18,2,1569.18
1908,169,7,10280.48
6895,212,5,6278.3
3607,212,9,11300.94
3973,178,4,6047.96
6909,35,7,3234.14
1948,331,9,3807.45
4985,1,2,1272.0
3359,73,6,6395.82
4033,414,7,819.49
8087,181,6,10289.94
4222,30,1,1287.04
5247,272,7,12313.56
2537,34,3,5830.89
5593,55,10,15659.4
4048,147,6,667.56
9357,143,8,3097.12
402,483,7,1736.07
7698,257,4,2504.24
8577,91,2,2975.9
2656,162,7,5347.58
8268,101,5,6637.65
8076,151,8,6487.44
1640,159,3,4069.35
7308,394,1,627.54
6109,179,2,3699.84
7014,270,9,935.91
7949,304,7,9383.64
5707,184,10,15701.0
6902,320,10,3191.2
7140,57,10,12155.6
6432,487,10,15381.9
544,420,2,3355.38
4870,422,8,9594.64
8610,169,2,2937.28
11,196,8,5434.4
4931,303,6,2131.74
9331,445,2,3612.78
7746,484,8,4758.0
431,117,3,5872.62
9832,30,6,7722.24
2967,30,2,2574.08
7865,232,9,1938.51
7235,298,4,717.32
7421,151,1,810.93
6761,289,7,12967.57
8339,222,7,10364.55
1406,237,8,15513.6
7769,342,1,1096.83
6744,3,4,2052.24
7081,211,6,8028.36
4557,97,4,1788.28
1540,287,4,7816.68
2921,437,10,15354.4
2825,360,9,4587.21
2472,40,1,254.91
3639,379,8,5095.52
2608,402,2,2236.8
974,398,1,1926.83
5969,369,7,2108.05
3056,203,9,5453.55
7098,72,1,1470.64
638,220,10,3902.7
8711,314,5,1518.95
5380,367,3,737.01
248,321,2,1690.48
4473,455,9,10055.97
7974,336,8,11153.84
170,265,6,8407.38
8950,98,2,1044.72
3780,55,10,15659.4
7859,491,9,11481.57
239,212,6,7533.96
5510,497,7,11789.4
3517,471,10,17564.0
7107,389,8,11098.16
1664,246,9,12342.06
5226,15,9,8458.02
24,23,7,5754.63
4651,408,8,11934.56
926,360,6,3058.14
4193,279,7,6687.24
2002,19,3,1362.48
52,52,9,5764.5
9658,62,4,3430.88
7534,183,2,3400.92
5114,428,6,11266.62
5006,148,3,472.32
9573,427,10,8968.3
8051,107,4,4418.6
8350,114,3,5441.22
779,129,6,2419.08
6955,9,9,1024.92
7687,380,5,540.15
9030,440,4,1673.56
2984,151,7,5676.51
1762,271,7,140.7
2206,226,4,6619.72
9963,260,6,4847.28
5679,215,4,6376.36
9112,69,8,15518.24
8494,333,8,15722.56
2661,459,7,5095.58
6742,317,1,1665.69
1913,300,3,5209.5
5393,445,5,9031.95
966,61,3,2311.98
7639,320,3,957.36
1409,239,5,3961.25
7445,405,7,1756.58
7956,93,6,3804.54
2493,460,9,6435.9
1684,411,9,1172.16
3968,273,3,1525.14
5966,342,4,4387.32
4816,53,10,12080.2
3432,246,8,10970.72
4932,290,5,5341.7
8237,205,9,9893.97
741,6,10,13766.3
721,486,8,6705.28
7655,312,4,5698.6
534,201,5,978.55
2141,31,6,7427.64
9333,170,4,7047.56
1503,86,8,3103.28
6644,255,7,5394.97
3466,226,5,8274.65
9165,124,5,1162.05
711,109,5,4678.6
1524,204,2,361.42
9046,130,9,12358.98
1443,234,7,2482.48
3840,423,8,4465.6
3617,477,4,1691.12
8630,497,6,10105.2
8888,328,5,734.9
4684,214,2,3365.48
1351,308,1,1506.24
6603,13,6,8892.72
7644,459,5,3639.7
9842,345,7,10858.54
548,175,1,961.39
3629,479,5,5635.2
5490,341,8,15161.36
3577,432,1,583.53
8142,106,9,2224.35
2274,461,9,4092.03
5106,31,6,7427.64
2751,101,8,10620.24
704,496,6,1043.4
1382,466,8,12784.96
5098,353,3,2750.73
537,386,8,7250.56
9736,392,6,3274.86
3328,424,2,1173.0
8190,336,10,13942.3
3116,266,3,3516.99
3972,231,8,3155.12
8103,196,5,3396.5
6823,218,7,3643.99
9388,4,9,4325.04
309,322,8,216.8
1742,124,5,1162.05
6838,245,3,1210.11
2786,99,8,3760.0
4795,185,8,361.2
3011,254,2,958.9
7070,161,4,2000.24
9404,428,10,18777.7
647,191,7,1861.09
8793,471,6,10538.4
4416,496,8,1391.2
4715,439,7,8488.2
3670,188,6,3921.66
3460,323,1,1921.08
1268,340,5,9783.25
5753,40,9,2294.19
5457,477,4,1691.12
3684,191,6,1595.22
6646,231,3,1183.17
8501,86,5,1939.55
1209,154,2,278.54
2576,106,7,1730.05
5527,397,3,1483.89
3612,18,8,6276.72
9924,298,3,537.99
7360,296,3,3227.46
5350,194,3,946.59
1138,88,6,5444.82
2297,294,4,383.08
6334,434,8,14318.88
1043,188,1,653.61
8368,195,7,5340.86
7952,287,5,9770.85
8781,299,6,3337.8
9161,259,6,5325.24
8057,256,10,16111.3
5806,113,3,4521.57
8052,149,7,13690.04
8399,113,2,3014.38
487,66,3,2528.31
6139,385,2,311.76
8191,325,6,10801.2
8644,180,5,780.8
5561,293,4,6172.44
2262,324,10,3346.8
2475,31,10,12379.4
66,64,4,1367.28
4024,401,7,12765.97
5251,474,2,914.46
6812,95,3,2299.59
9488,489,3,2848.68
4778,470,9,5140.35
3357,47,4,2983.96
1179,134,4,1903.16
387,210,8,11275.76
387,4,4,1922.24
8935,354,2,3672.28
5909,158,5,3454.0
5939,274,5,6509.75
3147,318,1,395.28
172,48,6,5847.18
8636,346,8,15210.32
1651,117,7,13702.78
3447,403,4,728.32
7255,344,3,5050.02
9877,137,9,17202.15
9013,328,6,881.88
9823,189,7,13561.94
9551,42,8,8801.2
1052,390,4,5896.96
1162,11,6,5485.44
9360,78,7,12172.72
8707,130,2,2746.44
8998,188,9,5882.49
8941,287,8,15633.36
3344,330,4,3145.88
1363,242,2,3810.4
6709,186,8,6267.92
8441,316,9,17104.68
2833,303,4,1421.16
5941,486,5,4190.8
4822,406,9,15551.64
180,364,9,13500.45
7408,46,4,1180.36
5863,464,9,2478.51
5920,396,7,2565.08
454,415,4,5946.64
8277,404,6,3262.2
4174,221,1,1166.91
6297,430,7,5328.82
2998,147,3,333.78
7821,431,6,11293.74
528,94,7,11451.51
71,76,2,3678.82
5522,472,2,2097.46
3584,218,8,4164.56
8131,382,9,1795.95
5882,387,10,18407.2
3190,398,10,19268.3
484,278,4,4573.48
4810,471,7,12294.8
8445,35,7,3234.14
4637,80,5,2893.8
9092,316,9,17104.68
6026,167,3,5289.54
9252,150,5,1401.55
7214,483,8,1984.08
8312,469,7,5165.16
7672,404,6,3262.2
5501,170,10,17618.9
8783,71,8,15583.68
5157,241,7,11055.31
2076,245,7,2823.59
7881,415,1,1486.66
1289,270,10,1039.9
898,459,9,6551.46
3435,315,7,11330.76
9955,73,4,4263.88
5408,419,6,7593.72
3779,229,3,2796.36
2563,456,3,4149.18
2826,355,1,1410.82
3482,287,1,1954.17
2262,254,1,479.45
5086,450,4,7949.0
6606,459,7,5095.58
9020,101,7,9292.71
7823,96,10,12198.9
1807,184,8,12560.8
7483,475,7,6160.07
